Date,Treatment ID,Treatment,Site,Bucket ID,Tray_wt,Tray_wet_soil_wt,Tray_dry_soil_wt,Wet Soil,Dry Soil ,Soil Moisture Loss,Note,,,,,,,,,,,,,,
2019-12-05,C2,C,2,4,,,,6.9449,5.4500,1.4949,,,,,,,,,,,,,,,
2019-12-05,C2,C,2,5,,,,6.4904,5.0246,1.4658,,,,,,,,,,,,,,,
2019-12-05,C2,C,2,7,,,,27.0749,21.6603,5.4146,,,,,,,,,,,,,,,
2019-12-05,C1,C,1,1,,,,1.7065,1.2161,0.4904,,,,,,,,,,,,,,,
2019-12-05,C1,C,1,6,,,,6.2210,5.1861,1.0349,,,,,,,,,,,,,,,
2019-12-05,C1,C,1,8,,,,8.6657,7.3399,1.3258,,,,,,,,,,,,,,,
2019-12-05,C1,C,1,9,,,,7.3162,6.0297,1.2865,,,,,,,,,,,,,,,
2019-12-05,C1,C,1,10,,,,9.6293,7.9638,1.6655,,,,,,,,,,,,,,,
2019-12-05,T1,T,1,2,,,,17.0751,14.6097,2.4654,,,,,,,,,,,,,,,
2019-12-05,T1,T,1,4,,,,15.5168,12.7477,2.7691,,,,,,,,,,,,,,,
2019-12-05,T1,T,1,3,,,,20.0304,16.5423,3.4881,,,,,,,,,,,,,,,
2019-12-05,T1,T,1,5,,,,13.0729,10.7743,2.2986,,,,,,,,,,,,,,,
2019-12-05,T1,T,1,7,,,,5.6413,4.7613,0.8800,,,,,,,,,,,,,,,
2019-12-05,T2,T,2,1,,,,16.7014,13.1673,3.5341,,,,,,,,,,,,,,,
2019-12-05,T2,T,2,6,,,,19.9107,15.4448,4.4659,,,,,,,,,,,,,,,
2019-12-05,T2,T,2,8,,,,13.8800,10.7659,3.1141,,,,,,,,,,,,,,,
2019-12-05,T2,T,2,9,,,,18.7704,14.5947,4.1757,,,,,,,,,,,,,,,
2019-12-05,T2,T,2,10,,,,14.0881,10.9810,3.1071,,,,,,,,,,,,,,,
2019-12-19,C3,C,3,1,1.0362,9.1704,7.5505,,,,,,,,,,,,,,,,,,
2019-12-19,C3,C,3,8,1.0528,8.8579,7.3289,,,,,,,,,,,,,,,,,,
2019-12-19,C3,C,3,6,1.0431,8.7088,7.2680,,,,,,,,,,,,,,,,,,
2019-12-19,C3,C,3,9,1.0426,6.3000,5.3092,,,,,,,,,,,,,,,,,,
2019-12-19,C3,C,3,10,1.0617,7.6010,6.2529,,,,,,,,,,,,,,,,,,
2019-12-19,T3,T,3,2,1.0627,8.9494,7.7183,,,,,,,,,,,,,,,,,,
2019-12-19,T3,T,3,3,1.0419,12.4020,10.8433,,,,,,,,,,,,,,,,,,
2019-12-19,T3,T,3,4,1.0642,9.2672,8.0295,,,,,,,,,,,,,,,,,,
2019-12-19,T3,T,3,5,1.0595,10.3336,9.1458,,,,,,,,,,,,,,,,,,
2019-12-19,T3,T,3,7,1.0953,9.6513,8.3823,,,,,,,,,,,,,,,,,,
2019-12-19,C4,C,4,7,1.0478,7.5929,6.5288,,,,,,,,,,,,,,,,,,
2019-12-19,C4,C,4,5,1.0410,6.6109,5.6639,,,,,,,,,,,,,,,,,,
2019-12-19,C4,C,4,4,1.0590,7.1226,6.0621,,,,,,,,,,,,,,,,,,
2019-12-19,C4,C,4,3,1.0809,6.8866,5.8178,,,,,,,,,,,,,,,,,,
2019-12-19,C4,C,4,2,1.0615,6.0916,5.2619,,,,,,,,,,,,,,,,,,
2019-12-19,T4,T,4,1,1.1274,7.1091,5.8603,,,,,,,,,,,,,,,,,,
2019-12-19,T4,T,4,6,1.0873,10.5239,8.7762,,,,,,,,,,,,,,,,,,
2019-12-19,T4,T,4,8,1.0690,8.6959,7.1568,,,,,,,,,,,,,,,,,,
2019-12-19,T4,T,4,9,1.0778,7.2090,6.1719,,,,,,,,,,,,,,,,,,
2019-12-19,T4,T,4,10,1.1099,10.6940,8.9493,,,,,,,,,,,,,,,,,,
2020-01-14,C5,C,5,1,1.1280,10.6463,8.9985,,,,,,,,,,,,,,,,,,
2020-01-14,C5,C,5,6,1.1267,8.0208,6.7548,,,,,,,,,,,,,,,,,,
2020-01-14,C5,C,5,8,1.1316,7.7175,6.3766,,,,,,,,,,,,,,,,,,
2020-01-14,C5,C,5,10,1.0963,6.8593,5.3627,,,,,,,,,,,,,,,,,,
2020-01-14,C5,C,5,9,1.1348,7.3889,6.1642,,,,,,,,,,,,,,,,,,
2020-01-14,C5,T,5,2,1.1333,8.4395,6.9663,,,,,,,,,,,,,,,,,,
2020-01-14,C5,T,5,3,1.0991,8.5329,6.9023,,,,,,,,,,,,,,,,,,
2020-01-14,C5,T,5,4,1.0587,7.5625,5.8052,,,,,,,,,,,,,,,,,,
2020-01-14,C5,T,5,5,1.0852,7.0355,5.7067,,,,,,,,,,,,,,,,,,
2020-01-14,C5,T,5,7,1.1094,7.3684,6.0236,,,,,,,,,,,,,,,,,,
2020-01-20,C6,C,6,2,1.1218,9.1748,7.7246,,,,,,,,,,,,,,,,,,
2020-01-20,C6,C,6,3,1.0834,9.1772,7.7604,,,,,,,,,,,,,,,,,,
2020-01-20,C6,C,6,4,1.0659,5.7332,4.9523,,,,,,,,,,,,,,,,,,
2020-01-20,C6,C,6,5,1.1266,7.1092,6.0384,,,,,,,,,,,,,,,,,,
2020-01-20,C6,C,6,7,1.1191,9.2955,8.0295,,,,,,,,,,,,,,,,,,
2020-01-20,T6,T,6,1,1.1422,8.9504,7.5975,,,,,,,,,,,,,,,,,,
2020-01-20,T6,T,6,6,1.1306,8.6435,7.4123,,,,,,,,,,,,,,,,,,
2020-01-20,T6,T,6,8,1.0689,6.5198,5.6456,,,,,,,,,,,,,,,,,,
2020-01-20,T6,T,6,9,1.1048,9.3489,8.0318,,,,,,,,,,,,,,,,,,
2020-01-20,T6,T,6,10,1.1148,10.4800,8.9320,,,,,,,,,,,,,,,,,,
2020-01-23,C2,C,2,4,1.1182,8.1234,6.5769,,,,,,,,,,,,,,,,,,
2020-01-23,C2,C,2,8,1.0782,7.1244,5.9040,,,,,,,,,,,,,,,,,,
2020-01-23,C2,C,2,7,1.0560,7.2481,5.8931,,,,,,,,,,,,,,,,,,
2020-01-23,C2,C,2,2,1.0160,4.2470,3.4790,,,,,,,,,,,,,,,,,,
2020-01-23,C2,C,2,5,1.0059,8.1099,6.7189,,,,,,,,,,,,,,,,,,
2020-01-23,T2,T,2,1,1.0618,10.5963,8.5731,,,,,,,,,,,,,,,,,,
2020-01-23,T2,T,2,6,1.0845,9.4347,7.8837,,,,,,,,,,,,,,,,,,
2020-01-23,T2,T,2,3,1.0477,8.4175,7.0008,,,,,,,,,,,,,,,,,,
2020-01-23,T2,T,2,10,1.0986,8.3851,6.8325,,,,,,,,,,,,,,,,,,
2020-01-23,T2,T,2,9,1.0452,8.4305,6.7570,,,,,,,,,,,,,,,,,,
2020-01-23,T1,T,1,7,1.0467,14.4114,12.4307,,,,,,,,,,,,,,,,,,
2020-01-23,T1,T,1,8,1.0744,10.4238,8.8199,,,,,,,,,,,,,,,,,,
2020-01-23,T1,T,1,4,1.0743,9.5985,8.3701,,,,,,,,,,,,,,,,,,
2020-01-23,T1,T,1,5,1.0425,8.2979,7.0904,,,,,,,,,,,,,,,,,,
2020-01-23,T1,T,1,2,1.1041,8.3641,7.2149,,,,,,,,,,,,,,,,,,
2020-01-23,C1,C,1,6,1.0878,9.6595,8.3979,,,,,,,,,,,,,,,,,,
2020-01-23,C1,C,1,3,1.0620,10.7157,9.1768,,,,,,,,,,,,,,,,,,
2020-01-23,C1,C,1,10,1.0410,9.3400,8.1583,,,,,,,,,,,,,,,,,,
2020-01-23,C1,C,1,9,1.0691,11.6025,10.2653,,,,,,,,,,,,,,,,,,
2020-01-23,C1,C,1,1,1.1212,11.1036,9.6485,,,,,,,,,,,,,,,,,,
2020-01-30,C3,C,3,1,1.1328,6.0069,5.2735,,,,,,,,,,,,,,,,,,
2020-01-30,C3,C,3,3,1.1462,7.1141,6.2277,,,,,,,,,,,,,,,,,,
2020-01-30,C3,C,3,6,1.1106,6.7563,5.8581,,,,,,,,,,,,,,,,,,
2020-01-30,C3,C,3,9,1.1395,6.8340,5.9232,,,,,,,,,,,,,,,,,,
2020-01-30,C3,C,3,10,1.1182,6.0982,5.4554,,,,,,,,,,,,,,,,,,
2020-01-30,C4,C,4,1,1.1351,7.2289,6.2319,,,,,,,,,,,,,,,,,,
2020-01-30,C4,C,4,3,1.1040,5.8358,5.0960,,,,,,,,,,,,,,,,,,
2020-01-30,C4,C,4,6,1.0818,5.5172,4.7249,,,,,,,,,,,,,,,,,,
2020-01-30,C4,C,4,9,1.0840,6.9554,5.9272,,,,,,,,,,,,,,,,,,
2020-01-30,C4,C,4,10,1.1502,7.5591,6.3819,,,,,,,,,,,,,,,,,,
2020-01-30,T3,T,3,2,1.1705,9.4749,8.5631,,,,,,,,,,,,,,,,,,
2020-01-30,T3,T,3,4,1.1467,9.1160,8.1984,,,,,,,,,,,,,,,,,,
2020-01-30,T3,T,3,5,1.1332,8.6523,7.9928,,,,,,,,,,,,,,,,,,
2020-01-30,T3,T,3,7,1.1551,9.6273,8.5868,,,,,,,,,,,,,,,,,,
2020-01-30,T3,T,3,8,1.1245,11.4444,9.6569,,,,,,,,,,,,,,,,,,
2020-01-30,T4,T,4,2,1.1247,7.6988,6.5224,,,,,,,,,,,,,,,,,,
2020-01-30,T4,T,4,4,1.1154,9.0608,7.5877,,,,,,,,,,,,,,,,,,
2020-01-30,T4,T,4,5,1.1716,8.5513,7.0822,,,,,,,,,,,,,,,,,,
2020-01-30,T4,T,4,7,1.1389,9.2238,7.6480,,,,,,,,,,,,,,,,,,
2020-01-30,T4,T,4,8,1.1655,10.2532,7.9777,,,,,,,,,,,,,,,,,,
2020-02-13,C6,C,6,1,1.0721,6.5388,5.8289,,,,,,,,,,,,,,,,,,
2020-02-13,C6,C,6,9,1.0733,7.8787,7.1232,,,,,,,,,,,,,,,,,,
2020-02-13,C6,C,6,6,1.0566,7.8284,7.1558,,,,,,,,,,,,,,,,,,
2020-02-13,C6,C,6,8,1.0732,8.2729,7.5093,,,,,,,,,,,,,,,,,,
2020-02-13,C6,C,6,3,1.0856,7.8056,7.1558,,,,,,,,,,,,,,,,,,
2020-02-13,T6,T,6,7,1.0930,7.4546,6.8309,,,,,,,,,,,,,,,,,,
2020-02-13,T6,T,6,5,1.0385,9.2573,8.2815,,,,,,,,,,,,,,,,,,
2020-02-13,T6,T,6,4,1.0973,8.2525,7.4083,,,,,,,,,,,,,,,,,,
2020-02-13,T6,T,6,2,1.1151,8.6901,7.7478,,,,,,,,,,,,,,,,,,
2020-02-13,T6,T,6,10,1.1146,9.2825,8.2815,,,,,,,,,,,,,,,,,,
2020-02-13,C5,C,5,2,1.0641,8.8389,8.0374,,,,,,,,,,,,,,,,,,
2020-02-13,C5,C,5,5,1.0839,8.5495,7.7651,,,,,,,,,,,,,,,,,,
2020-02-13,C5,C,5,4,1.0780,10.3814,9.4829,,,,,,,,,,,,,,,,,,
2020-02-13,C5,C,5,7,1.0643,9.1049,8.0712,,,,,,,,,,,,,,,,,,
2020-02-13,C5,C,5,10,1.0541,8.6740,7.6779,,,,,,,,,,,,,,,,,,
2020-02-13,T5,T,5,9,1.0631,10.4909,9.8605,,,,,,,,,,,,,,,,,,
2020-02-13,T5,T,5,8,1.0603,8.2970,7.3860,,,,,,,,,,,,,,,,,,
2020-02-13,T5,T,5,3,1.0351,7.7473,6.8241,,,,,,,,,,,,,,,,,,
2020-02-13,T5,T,5,6,1.0601,9.0729,8.2092,,,,,,,,,,,,,,,,,,
2020-02-13,T5,T,5,1,1.0494,10.0049,9.0599,,,,,,,,,,,,,,,,,,
2020-02-20,T1,T,1,6,1.0773,8.2615,7.7794,,,,,,,,,,,,,,,,,,
2020-02-20,T1,T,1,3,1.0234,8.7515,8.2013,,,,,,,,,,,,,,,,,,
2020-02-20,T1,T,1,4,1.0676,9.9912,9.3131,,,,,,,,,,,,,,,,,,
2020-02-20,T1,T,1,8,1.0197,10.1955,9.5655,,,,,,,,,,,,,,,,,,
2020-02-20,T1,T,1,10,1.0327,10.8724,10.1750,,,,,,,,,,,,,,,,,,
2020-02-20,C1,C,1,1,1.0149,9.2923,8.5959,,,,,,,,,,,,,,,,,,
2020-02-20,C1,C,1,7,1.0198,10.7109,9.9665,,,,,,,,,,,,,,,,,,
2020-02-20,C1,C,1,5,1.0270,8.5494,8.0770,,,,,,,,,,,,,,,,,,
2020-02-20,C1,C,1,9,1.0064,8.3868,7.8673,,,,,,,,,,,,,,,,,,
2020-02-20,C1,C,1,2,1.0238,12.2844,11.5359,,,,,,,,,,,,,,,,,,
2020-02-20,T2,T,2,9,1.0478,7.0760,6.4399,,,,,,,,,,,,,,,,,,
2020-02-20,T2,T,2,7,1.0218,8.6992,7.7545,,,,,,,,,,,,,,,,,,
2020-02-20,T2,T,2,5,1.0302,9.7801,8.7405,,,,,,,,,,,,,,,,,,
2020-02-20,T2,T,2,2,1.0193,8.8689,8.0370,,,,,,,,,,,,,,,,,,
2020-02-20,T2,T,2,1,1.0748,8.8764,7.9881,,,,,,,,,,,,,,,,,,
2020-02-20,C2,C,2,8,1.0423,10.1628,8.9975,,,,,,,,,,,,,,,,,,
2020-02-20,C2,C,2,3,1.0934,8.6131,7.6872,,,,,,,,,,,,,,,,,,
2020-02-20,C2,C,2,4,1.0489,9.2435,8.2007,,,,,,,,,,,,,,,,,,
2020-02-20,C2,C,2,10,1.0524,8.7459,7.6386,,,,,,,,,,,,,,,,,,
2020-02-20,C2,C,2,6,1.0164,8.9381,7.9269,,,,,,,,,,,,,,,,,,
2020-02-24,T4,T,4,5,1.0620,7.1110,6.2138,,,,,,,,,,,,,,,,,,
2020-02-24,T4,T,4,2,1.0810,7.6866,6.8908,,,,,,,,,,,,,,,,,,
2020-02-24,T4,T,4,9,1.0520,6.9371,6.1394,,,,,,,,,,,,,,,,,,
2020-02-24,T4,T,4,1,1.0320,6.9265,6.0992,,,,,,,,,,,,,,,,,,
2020-02-24,C4,C,4,6,1.0140,6.4486,5.9941,,,,,,,,,,,,,,,,,,
2020-02-24,C4,C,4,4,1.0390,4.6914,4.2232,,,,,,,,,,,,,,,,,,
2020-02-24,C4,C,4,10,1.0290,6.6637,6.0332,,,,,,,,,,,,,,,,,,
2020-02-24,C3,C,3,2,1.0450,8.5179,7.6575,,,,,,,,,,,,,,,,,,
2020-02-24,C3,C,3,7,1.0350,8.6969,8.5022,,,,,,,,,,,,,,,,,,
2020-02-24,C3,C,3,5,1.0210,11.0933,10.0805,,,,,,,,,,,,,,,,,,
2020-02-24,C3,C,3,9,1.0160,9.1205,8.2920,,,,,,,,,,,,,,,,,,
2020-02-24,C3,C,3,1,1.0280,10.3934,9.5045,,,,,,,,,,,,,,,,,,
2020-02-24,T3,T,3,6,1.0210,8.7327,8.1385,,,,,,,,,,,,,,,,,,
2020-02-24,T3,T,3,3,1.0760,6.5720,5.9516,,,,,,,,,,,,,,,,,,
2020-02-24,T3,T,3,8,1.0150,8.0120,7.4195,,,,,,,,,,,,,,,,,,
2020-02-24,T3,T,3,4,1.0130,7.9877,7.2953,,,,,,,,,,,,,,,,,,
2020-02-24,T3,T,3,10,1.0550,8.5243,7.9992,,,,,,,,,,,,,,,,,,
2020-03-12,T5,T,5,6,1.0647,8.6616,7.7680,,,,,,,,,,,,,,,,,,
2020-03-12,T5,T,5,5,1.0121,8.3906,7.3486,,,,,,,,,,,,,,,,,,
2020-03-12,T5,T,5,10,1.0241,10.1353,9.1266,,,,,,,,,,,,,,,,,,
2020-03-12,T5,T,5,4,1.0465,9.8682,8.7485,,,,,,,,,,,,,,,,,,
2020-03-12,T5,T,5,8,1.0385,10.7939,9.3300,,,,,,,,,,,,,,,,,,
2020-03-12,T3,T,3,7,1.0220,11.9666,10.7796,,,,,,,,,,,,,,,,,,
2020-03-12,T3,T,3,3,1.0182,14.0894,12.9233,,,,,,,,,,,,,,,,,,
2020-03-12,T3,T,3,1,1.0183,13.5737,12.6865,,,,,,,,,,,,,,,,,,
2020-03-12,T3,T,3,2,1.0014,11.6365,10.8942,,,,,,,,,,,,,,,,,,
2020-03-12,T3,T,3,9,1.0285,14.3968,13.2397,,,,,,,,,,,,,,,,,,
2020-03-12,C5,C,5,7,1.0587,9.9557,8.2384,,,,,,,,,,,,,,,,,,
2020-03-12,C5,C,5,9,1.0103,9.2420,8.3197,,,,,,,,,,,,,,,,,,
2020-03-12,C5,C,5,3,1.0162,11.6770,9.6775,,,,,,,,,,,,,,,,,,
2020-03-12,C5,C,5,1,1.0130,11.3932,9.7995,,,,,,,,,,,,,,,,,,
2020-03-12,C5,C,5,2,1.0531,11.6258,10.6518,,,,,,,,,,,,,,,,,,
2020-03-12,C3,C,3,10,1.0169,10.3413,9.5016,,,,,,,,,,,,,,,,,,
2020-03-12,C3,C,3,8,1.0054,12.2395,10.8763,,,,,,,,,,,,,,,,,,
2020-03-12,C3,C,3,4,1.0150,10.6526,9.5512,,,,,,,,,,,,,,,,,,
2020-03-12,C3,C,3,6,1.0432,14.1462,12.9250,,,,,,,,,,,,,,,,,,
2020-03-12,C3,C,3,5,0.9938,16.1243,15.0896,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
